StateID,R,G,B,Filename,StateName
1014,0,255,181,"97-Bialystok.txt","Białystok"
1015,0,255,189,"970 - Western Macedonia.txt","Debar"
1016,0,255,198,"971 - Northern Dobruja.txt","Northern Dobruja"
1017,0,255,206,"972 - South Sudetenland.txt","South Sudetenland"
1018,0,255,214,"973 - Bacs.txt","Bács-Kiskun"
1019,0,255,222,"974 - South Transdanubia.txt","South Transdanubia"
1020,0,255,231,"975 - Burgenland.txt","Burgenland"
1021,0,255,239,"976 - Steiermark Karnten.txt","Steiermark-Kärnten"
1022,0,255,247,"977 - Antwerp.txt","Antwerp"
1023,0,255,255,"978 - Actual Baden.txt","Baden"
1024,8,0,0,"979 - Kaiser Wilhelms Land.txt","Kaiser-Wilhelmsland"
1025,8,0,8,"98-Mazurskie.txt","Płock"
1026,8,0,16,"980 - Ardennes.txt","Ardennes"
1027,8,0,24,"981 - Barotseland.txt","Barotseland"
1028,8,0,33,"982 - Madras States.txt","Madras States"
1029,8,0,41,"983 - Deccan States.txt","Kolhapur and Deccan"
1030,8,0,49,"984 - Bastar.txt","Bastar"
1031,8,0,57,"985 - Sikkim.txt","Sikkim"
1032,8,0,66,"986 - East Punjab.txt","East Punjab"
1033,8,0,74,"987 - Waziristan.txt","Waziristan"
1034,8,0,82,"988-Baluchistan.txt","North Baluchistan"
1035,8,0,90,"989-Bahawalpur.txt","Bahawalpur"
1036,8,0,99,"99-Jutland.txt","Jutland"
1037,8,0,107,"990-Manipur.txt","Manipur"
1038,8,0,115,"991-Gwalior.txt","Gwalior"
1039,8,0,123,"992-Province of Aden.txt","Province of Aden"
1040,8,0,132,"993-Kentung and Yawnghwe.txt","Kentung and Yawnghwe"
1041,8,0,140,"994-Tenasserim.txt","Tenasserim"
1042,8,0,148,"995-Pegu.txt","Pegu"
1043,8,0,156,"996-Irrawaddy.txt","Irrawaddy"
1044,8,0,165,"997-Arakan.txt","Arakan"
1045,8,0,173,"998-Sagaing.txt","Sagaing"
1046,8,0,181,"999-Federated Shan States.txt","Federated Shan"
